id,species_identifier,display_name,hp,attack,defense,speed,special_attack,special_defense,type1,type2,ability1,ability2,mondexentry,sprite
812,SPECIES_SCORBUNNY,Scorbunny,50,71,40,69,40,40,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"It has special pads on the backs of
its feet, and one on its nose. Its
pads radiate tremendous heat.",https://play.pokemonshowdown.com/sprites/gen5/scorbunny.png
813,SPECIES_RABOOT,Raboot,65,86,60,94,55,60,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"Its thick and fluffy fur protects it
from the cold and enables it to
use hotter fire moves.",https://play.pokemonshowdown.com/sprites/gen5/raboot.png
814,SPECIES_CINDERACE,Cinderace,80,116,75,119,65,75,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"It gets pumped up when cheered on.
But if it starts showboating, it could put
itself in a tough spot.",https://play.pokemonshowdown.com/sprites/gen5/cinderace.png
815,SPECIES_SOBBLE,Sobble,50,40,40,70,70,40,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"When it gets wet, its skin changes
color, and this Pokémon becomes
invisible as if it were camouflaged.",https://play.pokemonshowdown.com/sprites/gen5/sobble.png
816,SPECIES_DRIZZILE,Drizzile,65,60,55,90,95,55,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"Highly intelligent but also very lazy,
it keeps enemies out of its territory
by laying traps everywhere.",https://play.pokemonshowdown.com/sprites/gen5/drizzile.png
817,SPECIES_INTELEON,Inteleon,70,85,65,120,125,65,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"It picks out foes’ weak points so it
can precisely blast them with water
that shoots from its fingertips.",https://play.pokemonshowdown.com/sprites/gen5/inteleon.png
818,SPECIES_SKWOVET,Skwovet,70,55,55,25,35,35,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CHEEK_POUCH,ABILITY_NONE,"This Pokémon becomes uneasy if its
cheeks are ever completely empty
of berries.",https://play.pokemonshowdown.com/sprites/gen5/skwovet.png
819,SPECIES_GREEDENT,Greedent,120,95,95,20,55,75,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CHEEK_POUCH,ABILITY_NONE,"This Pokémon has strong teeth and
can chew through the toughest of
berry shells.",https://play.pokemonshowdown.com/sprites/gen5/greedent.png
820,SPECIES_ROOKIDEE,Rookidee,38,47,35,57,33,35,TYPE_FLYING,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_UNNERVE,"It will bravely challenge any foe, no
matter how powerful. Even suffering
a defeat increases its strength a bit.",https://play.pokemonshowdown.com/sprites/gen5/rookidee.png
821,SPECIES_CORVISQUIRE,Corvisquire,68,67,55,77,43,55,TYPE_FLYING,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_UNNERVE,"The lessons of many harsh battles
have taught it how to accurately judge
an opponent’s strength.",https://play.pokemonshowdown.com/sprites/gen5/corvisquire.png
822,SPECIES_CORVIKNIGHT,Corviknight,98,87,105,67,53,85,TYPE_FLYING,TYPE_STEEL,ABILITY_PRESSURE,ABILITY_UNNERVE,"The black luster of its steel body
could drive terror into the heart of
any foe.",https://play.pokemonshowdown.com/sprites/gen5/corviknight.png
823,SPECIES_BLIPBUG,Blipbug,25,20,20,45,25,45,TYPE_BUG,TYPE_BUG,ABILITY_SWARM,ABILITY_COMPOUND_EYES,"A constant collector of information,
this Pokémon is very smart. Very
strong is what it isn’t.",https://play.pokemonshowdown.com/sprites/gen5/blipbug.png
824,SPECIES_DOTTLER,Dottler,50,35,80,30,50,90,TYPE_BUG,TYPE_PSYCHIC,ABILITY_SWARM,ABILITY_COMPOUND_EYES,"As it grows inside its shell, it uses
its psychic abilities to monitor its
surroundings and wait for evolution.",https://play.pokemonshowdown.com/sprites/gen5/dottler.png
825,SPECIES_ORBEETLE,Orbeetle,60,45,110,90,80,120,TYPE_BUG,TYPE_PSYCHIC,ABILITY_SWARM,ABILITY_FRISK,"It’s famous for its high intelligence,
and the large size of its brain is proof
that it has immense psychic power.",https://play.pokemonshowdown.com/sprites/gen5/orbeetle.png
826,SPECIES_NICKIT,Nickit,40,28,28,50,47,52,TYPE_DARK,TYPE_DARK,ABILITY_RUN_AWAY,ABILITY_UNBURDEN,"Aided by the soft pads on its feet, it
silently raids the food stores of others.
It survives off its ill-gotten gains.",https://play.pokemonshowdown.com/sprites/gen5/nickit.png
827,SPECIES_THIEVUL,Thievul,70,58,58,90,87,92,TYPE_DARK,TYPE_DARK,ABILITY_RUN_AWAY,ABILITY_UNBURDEN,"With a lithe body and sharp claws, it
goes around stealing food and eggs.
It secretly marks its future targets.",https://play.pokemonshowdown.com/sprites/gen5/thievul.png
828,SPECIES_GOSSIFLEUR,Gossifleur,40,40,60,10,40,60,TYPE_GRASS,TYPE_GRASS,ABILITY_COTTON_DOWN,ABILITY_REGENERATOR,"It anchors itself in the ground and
basks in the sun. After absorbing
enough sunlight, it blooms vividly.",https://play.pokemonshowdown.com/sprites/gen5/gossifleur.png
829,SPECIES_ELDEGOSS,Eldegoss,60,50,90,60,80,120,TYPE_GRASS,TYPE_GRASS,ABILITY_COTTON_DOWN,ABILITY_REGENERATOR,"The seeds attached to its cotton fluff
are full of nutrients. It spreads them on
the wind so that others can benefit.",https://play.pokemonshowdown.com/sprites/gen5/eldegoss.png
830,SPECIES_WOOLOO,Wooloo,42,40,55,48,40,45,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FLUFFY,ABILITY_RUN_AWAY,"If its fleece grows too long, it won’t
be able to move. Cloth made with
its wool is surprisingly durable.",https://play.pokemonshowdown.com/sprites/gen5/wooloo.png
831,SPECIES_DUBWOOL,Dubwool,72,80,100,88,60,90,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FLUFFY,ABILITY_STEADFAST,"Its majestic horns are meant only to
impress the opposite gender. They
never see use in battle.",https://play.pokemonshowdown.com/sprites/gen5/dubwool.png
832,SPECIES_CHEWTLE,Chewtle,50,64,50,44,38,38,TYPE_WATER,TYPE_WATER,ABILITY_STRONG_JAW,ABILITY_SHELL_ARMOR,"Apparently the itch of its teething
impels it to snap its jaws at anything
in front of it.",https://play.pokemonshowdown.com/sprites/gen5/chewtle.png
833,SPECIES_DREDNAW,Drednaw,90,115,90,74,48,68,TYPE_WATER,TYPE_ROCK,ABILITY_STRONG_JAW,ABILITY_SHELL_ARMOR,"With jaws that can shear through steel
rods, this highly aggressive Pokémon
chomps down on its unfortunate prey.",https://play.pokemonshowdown.com/sprites/gen5/drednaw.png
834,SPECIES_YAMPER,Yamper,59,45,50,26,40,50,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_BALL_FETCH,ABILITY_NONE,"This greedy Pokémon only helps people
with their work because it wants treats.
As it runs, it crackles with electricity.",https://play.pokemonshowdown.com/sprites/gen5/yamper.png
835,SPECIES_BOLTUND,Boltund,69,90,60,121,90,60,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STRONG_JAW,ABILITY_NONE,"It sends electricity through its legs
to boost their strength. Running at
top speed, it easily breaks 50 mph.",https://play.pokemonshowdown.com/sprites/gen5/boltund.png
836,SPECIES_ROLYCOLY,Rolycoly,30,40,50,30,40,50,TYPE_ROCK,TYPE_ROCK,ABILITY_STEAM_ENGINE,ABILITY_HEATPROOF,"It can race around like a unicycle,
even on rough, rocky terrain. Burning
coal sustains it.",https://play.pokemonshowdown.com/sprites/gen5/rolycoly.png
837,SPECIES_CARKOL,Carkol,80,60,90,50,60,70,TYPE_ROCK,TYPE_FIRE,ABILITY_STEAM_ENGINE,ABILITY_FLAME_BODY,"By rapidly rolling its legs, it can
easily travel at over 18 mph. It
forms coal inside its body.",https://play.pokemonshowdown.com/sprites/gen5/carkol.png
838,SPECIES_COALOSSAL,Coalossal,110,80,120,30,80,90,TYPE_ROCK,TYPE_FIRE,ABILITY_STEAM_ENGINE,ABILITY_FLAME_BODY,"While engaged in battle, its mountain
of coal will burn bright red, scorching
the surrounding area with sparks.",https://play.pokemonshowdown.com/sprites/gen5/coalossal.png
839,SPECIES_APPLIN,Applin,40,40,80,20,40,40,TYPE_GRASS,TYPE_DRAGON,ABILITY_RIPEN,ABILITY_GLUTTONY,"As soon as it’s born, it burrows into
an apple. the flavor of the apple is
what determines its evolution.",https://play.pokemonshowdown.com/sprites/gen5/applin.png
840,SPECIES_FLAPPLE,Flapple,70,110,80,70,95,60,TYPE_GRASS,TYPE_DRAGON,ABILITY_RIPEN,ABILITY_GLUTTONY,"It ate a sour apple, which induced its
evolution. It stores an acid capable of
causing chemical burns in its cheeks.",https://play.pokemonshowdown.com/sprites/gen5/flapple.png
841,SPECIES_APPLETUN,Appletun,110,85,80,30,100,80,TYPE_GRASS,TYPE_DRAGON,ABILITY_RIPEN,ABILITY_GLUTTONY,"It ate a sweet apple, which induced
its evolution. Back in the day, children
used to have it as a snack.",https://play.pokemonshowdown.com/sprites/gen5/appletun.png
842,SPECIES_SILICOBRA,Silicobra,52,57,75,46,35,50,TYPE_GROUND,TYPE_GROUND,ABILITY_SAND_SPIT,ABILITY_SHED_SKIN,"It spews sand from its nostrils. While
the enemy is blinded, it burrows into
the ground to hide.",https://play.pokemonshowdown.com/sprites/gen5/silicobra.png
843,SPECIES_SANDACONDA,Sandaconda,72,107,125,71,65,70,TYPE_GROUND,TYPE_GROUND,ABILITY_SAND_SPIT,ABILITY_SHED_SKIN,"When it contracts its body, over 220
pounds of sand sprays from its nose.
It becomes disheartened if it runs out.",https://play.pokemonshowdown.com/sprites/gen5/sandaconda.png
844,SPECIES_CRAMORANT,Cramorant,70,85,55,85,85,95,TYPE_FLYING,TYPE_WATER,ABILITY_GULP_MISSILE,ABILITY_NONE,"This hungry Pokémon swallows Arrokuda
whole. Occasionally, it makes a mistake
and tries to swallow other Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/cramorant.png
845,SPECIES_ARROKUDA,Arrokuda,41,63,40,66,40,30,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,"It becomes extremely sluggish after
eating its fill. That’s when Cramorant
swallows it up.",https://play.pokemonshowdown.com/sprites/gen5/arrokuda.png
846,SPECIES_BARRASKEWDA,Barraskewda,61,123,60,136,60,50,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,"Its jaw that’s as sharp as a spear and
as strong as steel. It spins its tail fins
to surge forward at over 100 knots.",https://play.pokemonshowdown.com/sprites/gen5/barraskewda.png
847,SPECIES_TOXEL,Toxel,40,38,35,40,54,35,TYPE_ELECTRIC,TYPE_POISON,ABILITY_RATTLED,ABILITY_STATIC,"It manipulates the chemical makeup of
its poison to produce electricity. Despite
a weak voltage, it can cause paralysis.",https://play.pokemonshowdown.com/sprites/gen5/toxel.png
848,SPECIES_TOXTRICITY,Toxtricity,75,98,70,75,114,70,TYPE_ELECTRIC,TYPE_POISON,ABILITY_PUNK_ROCK,ABILITY_PLUS,"This short-tempered and aggressive
Pokémon chugs stagnant water to
absorb any toxins it might contain.",https://play.pokemonshowdown.com/sprites/gen5/toxtricity.png
849,SPECIES_SIZZLIPEDE,Sizzlipede,50,65,45,45,50,50,TYPE_FIRE,TYPE_BUG,ABILITY_FLASH_FIRE,ABILITY_WHITE_SMOKE,"It stores flammable gas in its body
and uses it to generate heat. It then
coils around its prey and cooks it.",https://play.pokemonshowdown.com/sprites/gen5/sizzlipede.png
850,SPECIES_CENTISKORCH,Centiskorch,100,115,65,65,90,90,TYPE_FIRE,TYPE_BUG,ABILITY_FLASH_FIRE,ABILITY_WHITE_SMOKE,"This excessively hostile Pokémon has
large and very sharp fangs in addition
to its dangerous burning body. ",https://play.pokemonshowdown.com/sprites/gen5/centiskorch.png
851,SPECIES_CLOBBOPUS,Clobbopus,50,68,60,32,50,50,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_LIMBER,ABILITY_NONE,"It’s very curious, but its means of
investigating things is to try to punch
them with its tentacles.",https://play.pokemonshowdown.com/sprites/gen5/clobbopus.png
852,SPECIES_GRAPPLOCT,Grapploct,80,118,90,42,70,80,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_LIMBER,ABILITY_NONE,"Searching for an opponent to test its
skills against, it emerges onto land. Once
the battle is over, it returns to the sea.",https://play.pokemonshowdown.com/sprites/gen5/grapploct.png
853,SPECIES_SINISTEA,Sinistea,40,45,45,50,74,54,TYPE_GHOST,TYPE_GHOST,ABILITY_WEAK_ARMOR,ABILITY_NONE,"This Pokémon is said to have been
born when a lonely spirit possessed
a cold, leftover cup of tea.",https://play.pokemonshowdown.com/sprites/gen5/sinistea.png
854,SPECIES_POLTEAGEIST,Polteageist,60,65,65,70,134,114,TYPE_GHOST,TYPE_GHOST,ABILITY_WEAK_ARMOR,ABILITY_NONE,"This species lives in antique teapots.
Most pots are forgeries, but on rare
occasions, an authentic work is found.",https://play.pokemonshowdown.com/sprites/gen5/polteageist.png
855,SPECIES_HATENNA,Hatenna,42,30,45,39,56,53,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_HEALER,ABILITY_ANTICIPATION,"Via the protrusion on its head, it
senses other creatures’ emotions.
It prefers areas without people.",https://play.pokemonshowdown.com/sprites/gen5/hatenna.png
856,SPECIES_HATTREM,Hattrem,57,40,65,49,86,73,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_HEALER,ABILITY_ANTICIPATION,"No matter who you are, if you bring
strong emotions near this Pokémon,
it will silence you violently.",https://play.pokemonshowdown.com/sprites/gen5/hattrem.png
857,SPECIES_HATTERENE,Hatterene,57,90,95,29,136,103,TYPE_PSYCHIC,TYPE_FAIRY,ABILITY_HEALER,ABILITY_ANTICIPATION,"Known as the Forest Witch, if you are
too loud around it, you risk being torn
apart by the claws on its tentacle.",https://play.pokemonshowdown.com/sprites/gen5/hatterene.png
858,SPECIES_IMPIDIMP,Impidimp,45,45,30,50,55,40,TYPE_DARK,TYPE_FAIRY,ABILITY_PRANKSTER,ABILITY_FRISK,"It sneaks into people’s homes, taking
and feasting on the negative energy
of the frustrated occupants.",https://play.pokemonshowdown.com/sprites/gen5/impidimp.png
859,SPECIES_MORGREM,Morgrem,65,60,45,70,75,55,TYPE_DARK,TYPE_FAIRY,ABILITY_PRANKSTER,ABILITY_FRISK,"With sly cunning, it lures people into
the woods. Some believe it to have
the power to make crops grow.",https://play.pokemonshowdown.com/sprites/gen5/morgrem.png
860,SPECIES_GRIMMSNARL,Grimmsnarl,95,120,65,60,95,75,TYPE_DARK,TYPE_FAIRY,ABILITY_PRANKSTER,ABILITY_FRISK,"Its hairs work like muscle fibers.
When its hairs unfurl, they latch on to
foes, ensnaring them like tentacles.",https://play.pokemonshowdown.com/sprites/gen5/grimmsnarl.png
861,SPECIES_OBSTAGOON,Obstagoon,93,90,101,95,60,81,TYPE_DARK,TYPE_NORMAL,ABILITY_RECKLESS,ABILITY_GUTS,"It evolved after experiencing numerous
fights. While crossing its arms, it lets out a
shout that would make anyone flinch.",https://play.pokemonshowdown.com/sprites/gen5/obstagoon.png
862,SPECIES_PERRSERKER,Perrserker,70,110,100,50,50,60,TYPE_STEEL,TYPE_STEEL,ABILITY_BATTLE_ARMOR,ABILITY_TOUGH_CLAWS,"What appears to be an iron helmet is
actually hardened hair. This Pokémon
lives for the thrill of battle.",https://play.pokemonshowdown.com/sprites/gen5/perrserker.png
863,SPECIES_CURSOLA,Cursola,60,95,50,30,145,130,TYPE_GHOST,TYPE_GHOST,ABILITY_WEAK_ARMOR,ABILITY_NONE,"Be cautious of the ectoplasmic body
surrounding its soul. You’ll become stiff
as stone if you touch it.",https://play.pokemonshowdown.com/sprites/gen5/cursola.png
864,SPECIES_SIRFETCHD,Sirfetch’d,62,135,95,65,68,82,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_STEADFAST,ABILITY_NONE,"After deflecting attacks with its hard
leaf shield, it strikes back with its sharp
leek stalk. ",https://play.pokemonshowdown.com/sprites/gen5/sirfetchd.png
865,SPECIES_MR_RIME,Mr. Rime,80,85,75,70,110,100,TYPE_ICE,TYPE_PSYCHIC,ABILITY_TANGLED_FEET,ABILITY_SCREEN_CLEANER,"Its amusing movements make it very
popular. It releases its psychic power
from the pattern on its belly.",https://play.pokemonshowdown.com/sprites/gen5/mrrime.png
866,SPECIES_RUNERIGUS,Runerigus,58,95,145,30,50,105,TYPE_GROUND,TYPE_GHOST,ABILITY_WANDERING_SPIRIT,ABILITY_NONE,"Never touch its shadowlike body, or
you’ll be shown the horrific memories
behind the picture carved into it.",https://play.pokemonshowdown.com/sprites/gen5/runerigus.png
867,SPECIES_MILCERY,Milcery,45,40,40,34,50,61,TYPE_FAIRY,TYPE_FAIRY,ABILITY_SWEET_VEIL,ABILITY_NONE,"They say that any patisserie visited
by Milcery is guaranteed success and
good fortune.",https://play.pokemonshowdown.com/sprites/gen5/milcery.png
868,SPECIES_ALCREMIE,Alcremie,65,60,75,64,110,121,TYPE_FAIRY,TYPE_FAIRY,ABILITY_SWEET_VEIL,ABILITY_NONE,"It evolved from a Milcery that held
onto a Strawberry Sweet. Its flavor
depends on how it was mixed.",https://play.pokemonshowdown.com/sprites/gen5/alcremie.png
869,SPECIES_FALINKS,Falinks,65,100,100,75,70,60,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_BATTLE_ARMOR,ABILITY_NONE,"The six of them work together as one.
Teamwork is also their battle strategy, and
they constantly change their formation.",https://play.pokemonshowdown.com/sprites/gen5/falinks.png
870,SPECIES_PINCURCHIN,Pincurchin,48,101,95,15,91,85,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LIGHTNING_ROD,ABILITY_NONE,"It feeds on seaweed, using its teeth
to scrape it off rocks. Electric current
flows from the tips of its spines.",https://play.pokemonshowdown.com/sprites/gen5/pincurchin.png
871,SPECIES_SNOM,Snom,30,25,35,20,45,30,TYPE_ICE,TYPE_BUG,ABILITY_SHIELD_DUST,ABILITY_NONE,"It eats snow that piles up on the
ground. The more snow it eats, the
bigger its spikes grow.",https://play.pokemonshowdown.com/sprites/gen5/snom.png
872,SPECIES_FROSMOTH,Frosmoth,70,65,60,65,125,90,TYPE_ICE,TYPE_BUG,ABILITY_SHIELD_DUST,ABILITY_NONE,"Icy scales fall from its wings
like snow as it flies over fields
and mountains.",https://play.pokemonshowdown.com/sprites/gen5/frosmoth.png
873,SPECIES_STONJOURNER,Stonjourner,100,125,135,70,20,20,TYPE_ROCK,TYPE_ROCK,ABILITY_POWER_SPOT,ABILITY_NONE,"Once a year, on a specific date and
at a specific time, they gather out of
nowhere and form up in a circle.",https://play.pokemonshowdown.com/sprites/gen5/stonjourner.png
874,SPECIES_EISCUE,Eiscue,75,80,110,50,65,90,TYPE_ICE,TYPE_ICE,ABILITY_ICE_FACE,ABILITY_NONE,"It drifted in on the flow of ocean
waters from a frigid place. It keeps its
head iced constantly to stay cold.",https://play.pokemonshowdown.com/sprites/gen5/eiscue.png
875,SPECIES_INDEEDEE,Indeedee,60,65,55,95,105,95,TYPE_PSYCHIC,TYPE_NORMAL,ABILITY_INNER_FOCUS,ABILITY_SYNCHRONIZE,"Through its horns, it can pick up on
the emotions of creatures around it. Males
will act as valets for those they serve.",https://play.pokemonshowdown.com/sprites/gen5/indeedee.png
876,SPECIES_MORPEKO,Morpeko,58,95,58,97,70,58,TYPE_ELECTRIC,TYPE_DARK,ABILITY_HUNGER_SWITCH,ABILITY_NONE,"As it eats the seeds stored up in its
pouches, it generates electricity while
satisfying its constant hunger.",https://play.pokemonshowdown.com/sprites/gen5/morpeko.png
877,SPECIES_CUFANT,Cufant,72,80,49,40,40,49,TYPE_STEEL,TYPE_STEEL,ABILITY_SHEER_FORCE,ABILITY_NONE,"If a job requires serious strength,
Cufant will excel at it. Its copper body
tarnishes in the rain, turning green.",https://play.pokemonshowdown.com/sprites/gen5/cufant.png
878,SPECIES_COPPERAJAH,Copperajah,122,130,69,30,80,69,TYPE_STEEL,TYPE_STEEL,ABILITY_SHEER_FORCE,ABILITY_NONE,"These Pokémon live in herds. Their
trunks have incredible grip strength,
strong enough to crush giant rocks.",https://play.pokemonshowdown.com/sprites/gen5/copperajah.png
879,SPECIES_DRACOZOLT,Dracozolt,90,100,90,75,80,70,TYPE_ELECTRIC,TYPE_DRAGON,ABILITY_VOLT_ABSORB,ABILITY_HUSTLE,"The powerful muscles in its tail
generate its electricity. Its upper half
is entirely too small. ",https://play.pokemonshowdown.com/sprites/gen5/dracozolt.png
880,SPECIES_ARCTOZOLT,Arctozolt,90,100,90,55,90,80,TYPE_ELECTRIC,TYPE_ICE,ABILITY_VOLT_ABSORB,ABILITY_STATIC,"The shaking of its freezing upper half
is what generates its electricity. It has
a hard time walking around.",https://play.pokemonshowdown.com/sprites/gen5/arctozolt.png
881,SPECIES_DRACOVISH,Dracovish,90,90,100,75,70,80,TYPE_WATER,TYPE_DRAGON,ABILITY_WATER_ABSORB,ABILITY_STRONG_JAW,"Its mighty legs are capable of running
at speeds exceeding 40 mph, but it can’t
breathe unless it’s underwater.",https://play.pokemonshowdown.com/sprites/gen5/dracovish.png
882,SPECIES_ARCTOVISH,Arctovish,90,90,100,55,80,90,TYPE_WATER,TYPE_ICE,ABILITY_WATER_ABSORB,ABILITY_ICE_BODY,"The skin on its face is impervious
to attack, but breathing difficulties
made it go extinct anyway.",https://play.pokemonshowdown.com/sprites/gen5/arctovish.png
883,SPECIES_DURALUDON,Duraludon,70,95,115,85,120,50,TYPE_STEEL,TYPE_DRAGON,ABILITY_LIGHT_METAL,ABILITY_HEAVY_METAL,"Its body resembles polished metal,
and it’s both lightweight and strong.
However, its body rusts easily.",https://play.pokemonshowdown.com/sprites/gen5/duraludon.png
884,SPECIES_DREEPY,Dreepy,28,60,30,82,40,30,TYPE_DRAGON,TYPE_GHOST,ABILITY_CLEAR_BODY,ABILITY_INFILTRATOR,"After being reborn as a ghost, Dreepy
wanders the areas it used to inhabit back
when it was alive in prehistoric seas.",https://play.pokemonshowdown.com/sprites/gen5/dreepy.png
885,SPECIES_DRAKLOAK,Drakloak,68,80,50,102,60,50,TYPE_DRAGON,TYPE_GHOST,ABILITY_CLEAR_BODY,ABILITY_INFILTRATOR,"It’s capable of flying faster than 120
mph. It battles alongside Dreepy and
dotes on them until they evolve.",https://play.pokemonshowdown.com/sprites/gen5/drakloak.png
886,SPECIES_DRAGAPULT,Dragapult,88,120,75,142,100,75,TYPE_DRAGON,TYPE_GHOST,ABILITY_CLEAR_BODY,ABILITY_INFILTRATOR,"Apparently the Dreepy inside its horns
eagerly look forward to being launched
out at Mach speeds.",https://play.pokemonshowdown.com/sprites/gen5/dragapult.png
887,SPECIES_ZACIAN,Zacian,92,120,115,138,80,115,TYPE_FAIRY,TYPE_FAIRY,ABILITY_INTREPID_SWORD,ABILITY_NONE,"It  has slumbered for many years. Some
say it is Zamazenta’s elder sister,
others say the two are rivals.",https://play.pokemonshowdown.com/sprites/gen5/zacian.png
888,SPECIES_ZAMAZENTA,Zamazenta,92,120,115,138,80,115,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_DAUNTLESS_SHIELD,ABILITY_NONE,"It slept for aeons while in the form
of a statue. It was asleep for so long,
people forgot that it ever existed.",https://play.pokemonshowdown.com/sprites/gen5/zamazenta.png
889,SPECIES_ETERNATUS,Eternatus,140,85,95,130,145,95,TYPE_POISON,TYPE_DRAGON,ABILITY_PRESSURE,ABILITY_NONE,"It was inside a meteorite that fell
20,000 years ago. The energy that
its core absorbs allows it to live.",https://play.pokemonshowdown.com/sprites/gen5/eternatus.png
890,SPECIES_KUBFU,Kubfu,60,90,60,72,53,50,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_INNER_FOCUS,ABILITY_NONE,"If it pulls the long white hair on
its head, its fighting spirit heightens and
power wells up from deep in its belly.",https://play.pokemonshowdown.com/sprites/gen5/kubfu.png
891,SPECIES_URSHIFU,Urshifu,100,130,100,97,63,60,TYPE_FIGHTING,TYPE_DARK,ABILITY_UNSEEN_FIST,ABILITY_NONE,"Inhabiting the mountains of a distant
region, it races across sheer cliffs, training
its legs and refining its moves.",https://play.pokemonshowdown.com/sprites/gen5/urshifu.png
892,SPECIES_ZARUDE,Zarude,105,120,105,105,70,95,TYPE_DARK,TYPE_GRASS,ABILITY_LEAF_GUARD,ABILITY_NONE,"Once the vines on its body tear off,
they become nutrients in the soil. This helps
the plants of the forest grow.",https://play.pokemonshowdown.com/sprites/gen5/zarude.png
893,SPECIES_REGIELEKI,Regieleki,80,100,50,200,100,50,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_TRANSISTOR,ABILITY_NONE,"Its entire body is made of an organ
that generates electricity. It is capable of
generating a region’s worth of electricity.",https://play.pokemonshowdown.com/sprites/gen5/regieleki.png
894,SPECIES_REGIDRAGO,Regidrago,200,100,50,80,100,50,TYPE_DRAGON,TYPE_DRAGON,ABILITY_DRAGONS_MAW,ABILITY_NONE,"Its body is composed of crystallized
dragon energy. It is said to contain the
power of every Dragon Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/regidrago.png
895,SPECIES_GLASTRIER,Glastrier,100,145,130,30,65,110,TYPE_ICE,TYPE_ICE,ABILITY_CHILLING_NEIGH,ABILITY_NONE,"Glastrier has tremendous physical
strength. The mask covering its face is
100 times stronger than diamond.",https://play.pokemonshowdown.com/sprites/gen5/glastrier.png
896,SPECIES_SPECTRIER,Spectrier,100,65,60,130,145,80,TYPE_GHOST,TYPE_GHOST,ABILITY_GRIM_NEIGH,ABILITY_NONE,"As it dashes through the night, it
absorbs the life energy of sleeping Pokémon. It
craves silence and solitude.",https://play.pokemonshowdown.com/sprites/gen5/spectrier.png
897,SPECIES_CALYREX,Calyrex,100,80,80,80,80,80,TYPE_PSYCHIC,TYPE_GRASS,ABILITY_UNNERVE,ABILITY_NONE,"Its every move is filled with grace
and dignity. Extremely intelligent, it is said
to see past, present, and future events.",https://play.pokemonshowdown.com/sprites/gen5/calyrex.png
898,SPECIES_WYRDEER,Wyrdeer,103,105,72,65,105,75,TYPE_NORMAL,TYPE_PSYCHIC,ABILITY_INTIMIDATE,ABILITY_FRISK,"The fur shed from its beard retains
heat well and is a highly useful
material for winter clothing.",https://play.pokemonshowdown.com/sprites/gen5/wyrdeer.png
899,SPECIES_KLEAVOR,Kleavor,70,135,95,85,45,70,TYPE_BUG,TYPE_ROCK,ABILITY_SWARM,ABILITY_SHEER_FORCE,"Parts of its body turned to stone when
it evolved thanks to an extremely rare
ore found in volcanic areas.",https://play.pokemonshowdown.com/sprites/gen5/kleavor.png
900,SPECIES_URSALUNA,Ursaluna,130,140,105,50,45,80,TYPE_GROUND,TYPE_NORMAL,ABILITY_GUTS,ABILITY_BULLETPROOF,"I believe it was Hisui's swampy terrain that gave Ursaluna its
burly physique and newfound capacity to manipulate peat
at will.",https://play.pokemonshowdown.com/sprites/gen5/ursaluna.png
901,SPECIES_BASCULEGION,Basculegion,120,112,65,78,80,75,TYPE_WATER,TYPE_GHOST,ABILITY_SWIFT_SWIM,ABILITY_ADAPTABILITY,"This Pokémon is cloaked in the souls of its
comrades who perished during a punishing
journey to the river of their birth.",https://play.pokemonshowdown.com/sprites/gen5/basculegion.png
902,SPECIES_SNEASLER,Sneasler,80,130,60,120,40,80,TYPE_FIGHTING,TYPE_POISON,ABILITY_PRESSURE,ABILITY_UNBURDEN,"Because of Sneasler's virulent poison and
daunting physical prowess, no other species
could hope to best it on the frozen highlands.",https://play.pokemonshowdown.com/sprites/gen5/sneasler.png
